,notification_date,TY,SType
17,2020-04-03,2,Bayside
18,2020-04-04,5,Bayside
19,2020-04-05,3,Bayside
20,2020-04-06,6,Bayside
21,2020-04-07,2,Bayside
22,2020-04-08,2,Bayside
23,2020-04-10,1,Bayside
24,2020-04-11,1,Bayside
25,2020-04-12,1,Bayside
26,2020-04-13,1,Bayside
27,2020-04-16,1,Bayside
28,2020-07-10,1,Bayside
29,2020-07-12,1,Bayside
30,2020-07-16,1,Bayside
31,2020-07-19,1,Bayside
32,2020-07-30,1,Bayside
33,2020-08-27,1,Bayside
34,2020-09-02,1,Bayside
35,2020-09-22,3,Bayside
36,2020-10-14,1,Bayside
37,2020-10-20,1,Bayside
38,2020-10-30,1,Bayside
39,2020-11-01,1,Bayside
40,2020-11-22,1,Bayside
41,2020-12-29,1,Bayside
42,2021-01-01,1,Bayside
43,2021-01-20,1,Bayside
44,2021-01-29,1,Bayside
45,2021-02-10,1,Bayside
46,2021-03-17,2,Bayside
47,2021-03-20,1,Bayside
48,2021-05-02,1,Bayside
49,2021-05-08,1,Bayside
50,2021-06-15,1,Bayside
51,2021-06-20,1,Bayside
52,2021-06-21,1,Bayside
53,2021-06-22,1,Bayside
54,2021-06-25,1,Bayside
55,2021-06-26,3,Bayside
56,2021-06-27,1,Bayside
57,2021-06-29,1,Bayside
58,2021-06-30,2,Bayside
59,2021-07-02,2,Bayside
60,2021-07-04,1,Bayside
61,2021-07-05,1,Bayside
62,2021-07-08,4,Bayside
63,2021-07-09,4,Bayside
64,2021-07-10,1,Bayside
65,2021-07-12,6,Bayside
66,2021-07-13,3,Bayside
67,2021-07-14,3,Bayside
68,2021-07-15,1,Bayside
69,2021-07-16,1,Bayside
70,2021-07-17,1,Bayside
71,2021-07-18,1,Bayside
72,2021-07-19,3,Bayside
73,2021-07-20,3,Bayside
74,2021-07-21,3,Bayside
75,2021-07-22,4,Bayside
76,2021-07-23,2,Bayside
77,2021-07-24,1,Bayside
78,2021-07-25,4,Bayside
79,2021-07-26,3,Bayside
80,2021-07-27,6,Bayside
81,2021-07-28,7,Bayside
82,2021-07-29,4,Bayside
83,2021-07-30,5,Bayside
84,2021-07-31,2,Bayside
0,2020-03-03,2,Canterbury-Bankstown
1,2020-03-15,1,Canterbury-Bankstown
2,2020-03-16,1,Canterbury-Bankstown
3,2020-03-18,1,Canterbury-Bankstown
4,2020-03-19,3,Canterbury-Bankstown
5,2020-03-20,6,Canterbury-Bankstown
6,2020-03-21,1,Canterbury-Bankstown
7,2020-03-22,6,Canterbury-Bankstown
8,2020-03-23,5,Canterbury-Bankstown
9,2020-03-24,6,Canterbury-Bankstown
10,2020-03-25,9,Canterbury-Bankstown
11,2020-03-26,8,Canterbury-Bankstown
12,2020-03-27,4,Canterbury-Bankstown
13,2020-03-28,5,Canterbury-Bankstown
14,2020-03-29,4,Canterbury-Bankstown
15,2020-03-30,5,Canterbury-Bankstown
16,2020-03-31,5,Canterbury-Bankstown
17,2020-04-01,1,Canterbury-Bankstown
18,2020-04-02,3,Canterbury-Bankstown
19,2020-04-03,3,Canterbury-Bankstown
20,2020-04-04,1,Canterbury-Bankstown
21,2020-04-05,1,Canterbury-Bankstown
22,2020-04-08,3,Canterbury-Bankstown
23,2020-04-09,1,Canterbury-Bankstown
24,2020-04-10,1,Canterbury-Bankstown
25,2020-04-15,1,Canterbury-Bankstown
26,2020-04-18,1,Canterbury-Bankstown
27,2020-04-19,1,Canterbury-Bankstown
28,2020-04-23,2,Canterbury-Bankstown
29,2020-04-28,3,Canterbury-Bankstown
30,2020-04-29,1,Canterbury-Bankstown
31,2020-05-19,1,Canterbury-Bankstown
32,2020-06-09,1,Canterbury-Bankstown
33,2020-06-12,1,Canterbury-Bankstown
34,2020-06-13,1,Canterbury-Bankstown
35,2020-06-21,1,Canterbury-Bankstown
36,2020-06-23,1,Canterbury-Bankstown
37,2020-06-26,1,Canterbury-Bankstown
38,2020-06-27,1,Canterbury-Bankstown
39,2020-06-30,1,Canterbury-Bankstown
40,2020-07-04,3,Canterbury-Bankstown
41,2020-07-05,1,Canterbury-Bankstown
42,2020-07-06,2,Canterbury-Bankstown
43,2020-07-12,1,Canterbury-Bankstown
44,2020-07-16,2,Canterbury-Bankstown
45,2020-07-17,1,Canterbury-Bankstown
46,2020-07-18,3,Canterbury-Bankstown
47,2020-07-21,1,Canterbury-Bankstown
48,2020-07-24,4,Canterbury-Bankstown
49,2020-07-25,4,Canterbury-Bankstown
50,2020-07-26,1,Canterbury-Bankstown
51,2020-07-27,3,Canterbury-Bankstown
52,2020-07-30,3,Canterbury-Bankstown
53,2020-07-31,1,Canterbury-Bankstown
54,2020-08-03,1,Canterbury-Bankstown
55,2020-08-05,1,Canterbury-Bankstown
56,2020-08-10,1,Canterbury-Bankstown
57,2020-08-11,1,Canterbury-Bankstown
58,2020-08-12,2,Canterbury-Bankstown
59,2020-08-13,3,Canterbury-Bankstown
60,2020-08-15,2,Canterbury-Bankstown
61,2020-08-21,1,Canterbury-Bankstown
62,2020-08-28,1,Canterbury-Bankstown
63,2020-08-30,1,Canterbury-Bankstown
64,2020-09-01,1,Canterbury-Bankstown
65,2020-09-02,2,Canterbury-Bankstown
66,2020-09-03,2,Canterbury-Bankstown
67,2020-09-04,2,Canterbury-Bankstown
68,2020-09-05,3,Canterbury-Bankstown
69,2020-09-07,1,Canterbury-Bankstown
70,2020-09-13,1,Canterbury-Bankstown
71,2020-09-16,1,Canterbury-Bankstown
72,2020-10-01,1,Canterbury-Bankstown
73,2020-10-10,1,Canterbury-Bankstown
74,2020-10-11,1,Canterbury-Bankstown
75,2020-10-13,2,Canterbury-Bankstown
76,2020-10-14,1,Canterbury-Bankstown
77,2020-10-18,1,Canterbury-Bankstown
78,2020-11-05,1,Canterbury-Bankstown
79,2020-11-07,1,Canterbury-Bankstown
80,2020-11-11,1,Canterbury-Bankstown
81,2020-11-18,1,Canterbury-Bankstown
82,2020-11-19,1,Canterbury-Bankstown
83,2020-11-30,1,Canterbury-Bankstown
84,2020-12-01,1,Canterbury-Bankstown
85,2020-12-14,1,Canterbury-Bankstown
86,2020-12-16,1,Canterbury-Bankstown
87,2020-12-18,4,Canterbury-Bankstown
88,2020-12-21,1,Canterbury-Bankstown
89,2020-12-24,1,Canterbury-Bankstown
90,2020-12-29,5,Canterbury-Bankstown
91,2020-12-31,1,Canterbury-Bankstown
92,2021-01-01,1,Canterbury-Bankstown
93,2021-01-03,1,Canterbury-Bankstown
94,2021-01-04,1,Canterbury-Bankstown
95,2021-01-07,1,Canterbury-Bankstown
96,2021-01-08,3,Canterbury-Bankstown
97,2021-01-09,3,Canterbury-Bankstown
98,2021-01-10,1,Canterbury-Bankstown
99,2021-01-11,3,Canterbury-Bankstown
100,2021-01-14,1,Canterbury-Bankstown
101,2021-01-15,1,Canterbury-Bankstown
102,2021-01-16,1,Canterbury-Bankstown
103,2021-01-25,1,Canterbury-Bankstown
104,2021-01-30,1,Canterbury-Bankstown
105,2021-02-07,1,Canterbury-Bankstown
106,2021-02-22,1,Canterbury-Bankstown
107,2021-02-25,2,Canterbury-Bankstown
108,2021-02-26,2,Canterbury-Bankstown
109,2021-03-02,2,Canterbury-Bankstown
110,2021-03-04,4,Canterbury-Bankstown
111,2021-03-05,2,Canterbury-Bankstown
112,2021-03-06,1,Canterbury-Bankstown
113,2021-03-11,3,Canterbury-Bankstown
114,2021-03-13,1,Canterbury-Bankstown
115,2021-03-23,1,Canterbury-Bankstown
116,2021-03-25,2,Canterbury-Bankstown
117,2021-04-02,1,Canterbury-Bankstown
118,2021-04-04,1,Canterbury-Bankstown
119,2021-04-18,1,Canterbury-Bankstown
120,2021-04-21,1,Canterbury-Bankstown
121,2021-04-26,1,Canterbury-Bankstown
122,2021-05-03,1,Canterbury-Bankstown
123,2021-05-05,1,Canterbury-Bankstown
124,2021-05-07,1,Canterbury-Bankstown
125,2021-05-09,2,Canterbury-Bankstown
126,2021-05-13,2,Canterbury-Bankstown
127,2021-05-15,2,Canterbury-Bankstown
128,2021-05-21,1,Canterbury-Bankstown
129,2021-06-06,1,Canterbury-Bankstown
130,2021-06-07,1,Canterbury-Bankstown
131,2021-06-08,1,Canterbury-Bankstown
132,2021-06-09,1,Canterbury-Bankstown
133,2021-06-13,1,Canterbury-Bankstown
134,2021-06-25,2,Canterbury-Bankstown
135,2021-06-26,3,Canterbury-Bankstown
136,2021-06-27,6,Canterbury-Bankstown
137,2021-06-28,2,Canterbury-Bankstown
138,2021-06-29,1,Canterbury-Bankstown
139,2021-06-30,4,Canterbury-Bankstown
140,2021-07-01,3,Canterbury-Bankstown
141,2021-07-02,4,Canterbury-Bankstown
142,2021-07-03,1,Canterbury-Bankstown
143,2021-07-04,1,Canterbury-Bankstown
144,2021-07-05,3,Canterbury-Bankstown
145,2021-07-06,5,Canterbury-Bankstown
146,2021-07-07,8,Canterbury-Bankstown
147,2021-07-08,13,Canterbury-Bankstown
148,2021-07-09,10,Canterbury-Bankstown
149,2021-07-10,12,Canterbury-Bankstown
150,2021-07-11,10,Canterbury-Bankstown
151,2021-07-12,8,Canterbury-Bankstown
152,2021-07-13,14,Canterbury-Bankstown
153,2021-07-14,5,Canterbury-Bankstown
154,2021-07-15,7,Canterbury-Bankstown
155,2021-07-16,14,Canterbury-Bankstown
156,2021-07-17,9,Canterbury-Bankstown
157,2021-07-18,12,Canterbury-Bankstown
158,2021-07-19,11,Canterbury-Bankstown
159,2021-07-20,18,Canterbury-Bankstown
160,2021-07-21,31,Canterbury-Bankstown
161,2021-07-22,30,Canterbury-Bankstown
162,2021-07-23,30,Canterbury-Bankstown
163,2021-07-24,36,Canterbury-Bankstown
164,2021-07-25,50,Canterbury-Bankstown
165,2021-07-26,28,Canterbury-Bankstown
166,2021-07-27,32,Canterbury-Bankstown
167,2021-07-28,68,Canterbury-Bankstown
168,2021-07-29,43,Canterbury-Bankstown
169,2021-07-30,51,Canterbury-Bankstown
170,2021-07-31,60,Canterbury-Bankstown
0,2020-03-03,1,Ryde
1,2020-03-04,4,Ryde
2,2020-03-05,1,Ryde
3,2020-03-09,1,Ryde
4,2020-03-11,1,Ryde
5,2020-03-12,1,Ryde
6,2020-03-13,1,Ryde
7,2020-03-15,1,Ryde
8,2020-03-16,1,Ryde
9,2020-03-17,1,Ryde
10,2020-03-19,1,Ryde
11,2020-03-20,4,Ryde
12,2020-03-21,1,Ryde
13,2020-03-22,3,Ryde
14,2020-03-23,4,Ryde
15,2020-03-24,5,Ryde
16,2020-03-25,3,Ryde
17,2020-03-26,3,Ryde
18,2020-03-27,5,Ryde
19,2020-03-28,7,Ryde
20,2020-03-29,1,Ryde
21,2020-03-30,4,Ryde
22,2020-03-31,3,Ryde
23,2020-04-01,5,Ryde
24,2020-04-03,1,Ryde
25,2020-04-04,1,Ryde
26,2020-04-05,1,Ryde
27,2020-04-06,1,Ryde
28,2020-04-10,2,Ryde
29,2020-04-15,2,Ryde
30,2020-07-14,2,Ryde
31,2020-07-22,1,Ryde
32,2020-08-10,1,Ryde
33,2020-10-09,2,Ryde
34,2020-12-02,1,Ryde
35,2020-12-18,1,Ryde
36,2020-12-29,1,Ryde
37,2020-12-30,1,Ryde
38,2021-01-05,1,Ryde
39,2021-01-27,1,Ryde
40,2021-03-08,1,Ryde
41,2021-03-17,1,Ryde
42,2021-03-21,1,Ryde
43,2021-04-04,1,Ryde
44,2021-04-16,1,Ryde
45,2021-04-20,1,Ryde
46,2021-04-21,1,Ryde
47,2021-05-07,1,Ryde
48,2021-06-04,1,Ryde
49,2021-06-09,1,Ryde
50,2021-06-13,1,Ryde
51,2021-06-21,1,Ryde
52,2021-07-11,1,Ryde
53,2021-07-20,1,Ryde
54,2021-07-23,3,Ryde
55,2021-07-25,1,Ryde
56,2021-07-26,1,Ryde
57,2021-07-29,3,Ryde
58,2021-07-30,3,Ryde
59,2021-07-31,2,Ryde
0,2020-03-03,2,The Hills Shire
1,2020-03-14,1,The Hills Shire
2,2020-03-16,2,The Hills Shire
3,2020-03-18,1,The Hills Shire
4,2020-03-19,2,The Hills Shire
5,2020-03-20,1,The Hills Shire
6,2020-03-21,2,The Hills Shire
7,2020-03-22,4,The Hills Shire
8,2020-03-23,3,The Hills Shire
9,2020-03-24,4,The Hills Shire
10,2020-03-25,3,The Hills Shire
11,2020-03-26,1,The Hills Shire
12,2020-03-27,1,The Hills Shire
13,2020-03-28,8,The Hills Shire
14,2020-03-29,6,The Hills Shire
15,2020-03-30,1,The Hills Shire
16,2020-03-31,5,The Hills Shire
17,2020-04-01,4,The Hills Shire
18,2020-04-02,3,The Hills Shire
19,2020-04-04,2,The Hills Shire
20,2020-04-05,1,The Hills Shire
21,2020-04-11,1,The Hills Shire
22,2020-04-17,1,The Hills Shire
23,2020-04-25,1,The Hills Shire
24,2020-04-28,1,The Hills Shire
25,2020-05-14,1,The Hills Shire
26,2020-05-30,2,The Hills Shire
27,2020-07-05,1,The Hills Shire
28,2020-07-19,2,The Hills Shire
29,2020-07-20,2,The Hills Shire
30,2020-07-21,1,The Hills Shire
31,2020-07-23,1,The Hills Shire
32,2020-07-28,1,The Hills Shire
33,2020-08-02,1,The Hills Shire
34,2020-08-07,1,The Hills Shire
35,2020-08-08,1,The Hills Shire
36,2020-08-09,7,The Hills Shire
37,2020-08-10,3,The Hills Shire
38,2020-08-11,1,The Hills Shire
39,2020-08-12,1,The Hills Shire
40,2020-08-14,1,The Hills Shire
41,2020-08-15,2,The Hills Shire
42,2020-08-18,2,The Hills Shire
43,2020-08-20,1,The Hills Shire
44,2020-08-21,1,The Hills Shire
45,2020-08-24,1,The Hills Shire
46,2020-09-06,1,The Hills Shire
47,2020-10-10,1,The Hills Shire
48,2020-10-16,1,The Hills Shire
49,2020-10-18,1,The Hills Shire
50,2020-10-23,1,The Hills Shire
51,2020-10-26,1,The Hills Shire
52,2020-12-05,1,The Hills Shire
53,2020-12-10,1,The Hills Shire
54,2020-12-17,1,The Hills Shire
55,2020-12-22,1,The Hills Shire
56,2020-12-24,1,The Hills Shire
57,2020-12-26,1,The Hills Shire
58,2020-12-29,1,The Hills Shire
59,2021-01-31,1,The Hills Shire
60,2021-02-20,1,The Hills Shire
61,2021-02-22,1,The Hills Shire
62,2021-02-23,2,The Hills Shire
63,2021-02-26,1,The Hills Shire
64,2021-03-23,1,The Hills Shire
65,2021-04-20,2,The Hills Shire
66,2021-05-03,1,The Hills Shire
67,2021-05-08,2,The Hills Shire
68,2021-05-16,1,The Hills Shire
69,2021-05-28,1,The Hills Shire
70,2021-05-29,1,The Hills Shire
71,2021-06-04,1,The Hills Shire
72,2021-06-06,1,The Hills Shire
73,2021-06-07,1,The Hills Shire
74,2021-06-14,1,The Hills Shire
75,2021-06-23,1,The Hills Shire
76,2021-06-25,1,The Hills Shire
77,2021-06-29,1,The Hills Shire
78,2021-06-30,1,The Hills Shire
79,2021-07-03,5,The Hills Shire
80,2021-07-04,3,The Hills Shire
81,2021-07-06,1,The Hills Shire
82,2021-07-14,2,The Hills Shire
83,2021-07-22,1,The Hills Shire
84,2021-07-25,5,The Hills Shire
85,2021-07-26,1,The Hills Shire
86,2021-07-28,2,The Hills Shire
87,2021-07-29,2,The Hills Shire
88,2021-07-30,5,The Hills Shire
89,2021-07-31,1,The Hills Shire
0,2020-03-03,1,Sutherland Shire
1,2020-03-05,1,Sutherland Shire
2,2020-03-06,1,Sutherland Shire
3,2020-03-12,1,Sutherland Shire
4,2020-03-13,1,Sutherland Shire
5,2020-03-14,1,Sutherland Shire
6,2020-03-15,1,Sutherland Shire
7,2020-03-16,1,Sutherland Shire
8,2020-03-17,7,Sutherland Shire
9,2020-03-18,4,Sutherland Shire
10,2020-03-19,2,Sutherland Shire
11,2020-03-20,4,Sutherland Shire
12,2020-03-21,7,Sutherland Shire
13,2020-03-22,9,Sutherland Shire
14,2020-03-23,8,Sutherland Shire
15,2020-03-24,2,Sutherland Shire
16,2020-03-25,5,Sutherland Shire
17,2020-03-26,6,Sutherland Shire
18,2020-03-27,2,Sutherland Shire
19,2020-03-28,11,Sutherland Shire
20,2020-03-29,3,Sutherland Shire
21,2020-03-30,2,Sutherland Shire
22,2020-03-31,4,Sutherland Shire
23,2020-04-01,4,Sutherland Shire
24,2020-04-02,8,Sutherland Shire
25,2020-04-03,2,Sutherland Shire
26,2020-04-04,2,Sutherland Shire
27,2020-04-05,3,Sutherland Shire
28,2020-04-06,2,Sutherland Shire
29,2020-04-07,3,Sutherland Shire
30,2020-04-08,1,Sutherland Shire
31,2020-04-09,1,Sutherland Shire
32,2020-04-11,1,Sutherland Shire
33,2020-04-16,1,Sutherland Shire
34,2020-04-17,1,Sutherland Shire
35,2020-04-18,1,Sutherland Shire
36,2020-05-12,2,Sutherland Shire
37,2020-06-12,1,Sutherland Shire
38,2020-06-13,1,Sutherland Shire
39,2020-07-03,1,Sutherland Shire
40,2020-07-17,1,Sutherland Shire
41,2020-07-19,3,Sutherland Shire
42,2020-07-22,1,Sutherland Shire
43,2020-07-30,1,Sutherland Shire
44,2020-08-01,1,Sutherland Shire
45,2020-08-08,1,Sutherland Shire
46,2020-08-18,1,Sutherland Shire
47,2020-08-27,2,Sutherland Shire
48,2020-08-30,1,Sutherland Shire
49,2020-09-04,1,Sutherland Shire
50,2020-09-07,1,Sutherland Shire
51,2020-09-18,1,Sutherland Shire
52,2020-09-25,1,Sutherland Shire
53,2020-10-18,1,Sutherland Shire
54,2020-10-19,1,Sutherland Shire
55,2020-10-29,1,Sutherland Shire
56,2020-11-14,1,Sutherland Shire
57,2020-11-20,1,Sutherland Shire
58,2020-11-21,2,Sutherland Shire
59,2020-12-05,2,Sutherland Shire
60,2020-12-09,2,Sutherland Shire
61,2020-12-17,1,Sutherland Shire
62,2020-12-25,1,Sutherland Shire
63,2020-12-28,1,Sutherland Shire
64,2021-01-15,1,Sutherland Shire
65,2021-05-11,1,Sutherland Shire
66,2021-06-20,1,Sutherland Shire
67,2021-06-23,1,Sutherland Shire
68,2021-06-24,1,Sutherland Shire
69,2021-07-06,1,Sutherland Shire
70,2021-07-07,1,Sutherland Shire
71,2021-07-09,4,Sutherland Shire
72,2021-07-10,2,Sutherland Shire
73,2021-07-12,4,Sutherland Shire
74,2021-07-13,3,Sutherland Shire
75,2021-07-14,3,Sutherland Shire
76,2021-07-16,1,Sutherland Shire
77,2021-07-18,3,Sutherland Shire
78,2021-07-20,1,Sutherland Shire
79,2021-07-22,1,Sutherland Shire
80,2021-07-23,3,Sutherland Shire
81,2021-07-24,4,Sutherland Shire
82,2021-07-25,2,Sutherland Shire
83,2021-07-27,1,Sutherland Shire
0,2020-03-04,1,Sydney
1,2020-03-09,2,Sydney
2,2020-03-11,1,Sydney
3,2020-03-13,2,Sydney
4,2020-03-14,3,Sydney
5,2020-03-15,2,Sydney
6,2020-03-17,5,Sydney
7,2020-03-18,10,Sydney
8,2020-03-19,6,Sydney
9,2020-03-20,5,Sydney
10,2020-03-21,4,Sydney
11,2020-03-22,5,Sydney
12,2020-03-23,7,Sydney
13,2020-03-24,13,Sydney
14,2020-03-25,8,Sydney
15,2020-03-26,10,Sydney
16,2020-03-27,9,Sydney
17,2020-03-28,3,Sydney
18,2020-03-29,10,Sydney
19,2020-03-30,2,Sydney
20,2020-03-31,3,Sydney
21,2020-04-01,12,Sydney
22,2020-04-02,6,Sydney
23,2020-04-03,5,Sydney
24,2020-04-04,8,Sydney
25,2020-04-05,6,Sydney
26,2020-04-08,1,Sydney
27,2020-04-09,1,Sydney
28,2020-04-11,1,Sydney
29,2020-04-13,2,Sydney
30,2020-04-14,1,Sydney
31,2020-04-15,1,Sydney
32,2020-04-16,1,Sydney
33,2020-04-17,1,Sydney
34,2020-04-22,1,Sydney
35,2020-04-24,1,Sydney
36,2020-06-06,1,Sydney
37,2020-06-14,2,Sydney
38,2020-06-23,1,Sydney
39,2020-07-12,1,Sydney
40,2020-07-17,1,Sydney
41,2020-07-22,2,Sydney
42,2020-07-24,1,Sydney
43,2020-07-26,1,Sydney
44,2020-07-27,1,Sydney
45,2020-07-28,2,Sydney
46,2020-07-29,1,Sydney
47,2020-07-30,2,Sydney
48,2020-08-02,1,Sydney
49,2020-08-03,3,Sydney
50,2020-08-05,3,Sydney
51,2020-08-07,1,Sydney
52,2020-08-26,1,Sydney
53,2020-08-28,1,Sydney
54,2020-08-29,1,Sydney
55,2020-08-31,1,Sydney
56,2020-09-01,2,Sydney
57,2020-09-09,1,Sydney
58,2020-09-16,1,Sydney
59,2020-09-23,1,Sydney
60,2020-10-26,2,Sydney
61,2020-11-07,1,Sydney
62,2020-11-09,1,Sydney
63,2020-11-14,1,Sydney
64,2020-11-18,1,Sydney
65,2020-11-21,1,Sydney
66,2020-11-26,1,Sydney
67,2020-11-27,1,Sydney
68,2020-12-15,2,Sydney
69,2020-12-19,1,Sydney
70,2020-12-20,1,Sydney
71,2020-12-22,1,Sydney
72,2020-12-24,2,Sydney
73,2020-12-25,1,Sydney
74,2020-12-28,2,Sydney
75,2020-12-29,1,Sydney
76,2020-12-30,1,Sydney
77,2020-12-31,1,Sydney
78,2021-01-12,1,Sydney
79,2021-02-07,1,Sydney
80,2021-02-16,1,Sydney
81,2021-03-10,1,Sydney
82,2021-04-10,1,Sydney
83,2021-04-17,1,Sydney
84,2021-04-21,2,Sydney
85,2021-05-14,1,Sydney
86,2021-05-25,1,Sydney
87,2021-06-16,1,Sydney
88,2021-06-22,3,Sydney
89,2021-06-23,2,Sydney
90,2021-06-24,2,Sydney
91,2021-06-25,3,Sydney
92,2021-06-26,3,Sydney
93,2021-06-27,2,Sydney
94,2021-06-30,2,Sydney
95,2021-07-01,1,Sydney
96,2021-07-02,4,Sydney
97,2021-07-04,1,Sydney
98,2021-07-10,7,Sydney
99,2021-07-11,1,Sydney
100,2021-07-12,3,Sydney
101,2021-07-13,1,Sydney
102,2021-07-14,1,Sydney
103,2021-07-16,2,Sydney
104,2021-07-19,1,Sydney
105,2021-07-21,2,Sydney
106,2021-07-22,3,Sydney
107,2021-07-23,1,Sydney
108,2021-07-24,1,Sydney
109,2021-07-25,1,Sydney
110,2021-07-26,2,Sydney
111,2021-07-27,4,Sydney
112,2021-07-28,1,Sydney
113,2021-07-30,2,Sydney
0,2020-03-04,1,Northern Beaches
1,2020-03-06,1,Northern Beaches
2,2020-03-11,1,Northern Beaches
3,2020-03-14,2,Northern Beaches
4,2020-03-15,1,Northern Beaches
5,2020-03-17,7,Northern Beaches
6,2020-03-19,3,Northern Beaches
7,2020-03-20,4,Northern Beaches
8,2020-03-21,12,Northern Beaches
9,2020-03-22,7,Northern Beaches
10,2020-03-23,6,Northern Beaches
11,2020-03-24,11,Northern Beaches
12,2020-03-25,11,Northern Beaches
13,2020-03-26,12,Northern Beaches
14,2020-03-27,8,Northern Beaches
15,2020-03-28,11,Northern Beaches
16,2020-03-29,6,Northern Beaches
17,2020-03-30,7,Northern Beaches
18,2020-03-31,10,Northern Beaches
19,2020-04-01,7,Northern Beaches
20,2020-04-02,2,Northern Beaches
21,2020-04-03,7,Northern Beaches
22,2020-04-04,3,Northern Beaches
23,2020-04-05,2,Northern Beaches
24,2020-04-06,1,Northern Beaches
25,2020-04-07,1,Northern Beaches
26,2020-04-08,2,Northern Beaches
27,2020-04-09,2,Northern Beaches
28,2020-04-10,1,Northern Beaches
29,2020-04-11,1,Northern Beaches
30,2020-04-13,1,Northern Beaches
31,2020-04-15,2,Northern Beaches
32,2020-04-16,1,Northern Beaches
33,2020-04-19,2,Northern Beaches
34,2020-04-20,1,Northern Beaches
35,2020-04-27,1,Northern Beaches
36,2020-07-03,1,Northern Beaches
37,2020-07-12,1,Northern Beaches
38,2020-07-13,1,Northern Beaches
39,2020-07-29,1,Northern Beaches
40,2020-08-04,1,Northern Beaches
41,2020-08-17,1,Northern Beaches
42,2020-08-18,1,Northern Beaches
43,2020-08-25,1,Northern Beaches
44,2020-08-31,1,Northern Beaches
45,2020-10-25,1,Northern Beaches
46,2020-11-02,1,Northern Beaches
47,2020-11-03,1,Northern Beaches
48,2020-11-23,1,Northern Beaches
49,2020-11-27,2,Northern Beaches
50,2020-11-29,1,Northern Beaches
51,2020-12-03,2,Northern Beaches
52,2020-12-13,1,Northern Beaches
53,2020-12-16,3,Northern Beaches
54,2020-12-17,21,Northern Beaches
55,2020-12-18,14,Northern Beaches
56,2020-12-19,22,Northern Beaches
57,2020-12-20,10,Northern Beaches
58,2020-12-21,4,Northern Beaches
59,2020-12-22,3,Northern Beaches
60,2020-12-23,7,Northern Beaches
61,2020-12-24,2,Northern Beaches
62,2020-12-25,4,Northern Beaches
63,2020-12-26,4,Northern Beaches
64,2020-12-27,5,Northern Beaches
65,2020-12-28,1,Northern Beaches
66,2020-12-29,5,Northern Beaches
67,2020-12-30,1,Northern Beaches
68,2021-01-02,1,Northern Beaches
69,2021-01-07,1,Northern Beaches
70,2021-01-08,1,Northern Beaches
71,2021-01-10,1,Northern Beaches
72,2021-01-11,1,Northern Beaches
73,2021-01-16,2,Northern Beaches
74,2021-01-25,1,Northern Beaches
75,2021-04-18,1,Northern Beaches
76,2021-07-11,1,Northern Beaches
77,2021-07-12,1,Northern Beaches
78,2021-07-13,1,Northern Beaches
79,2021-07-15,1,Northern Beaches
80,2021-07-18,1,Northern Beaches
81,2021-07-20,2,Northern Beaches
82,2021-07-21,2,Northern Beaches
83,2021-07-22,1,Northern Beaches
84,2021-07-24,2,Northern Beaches
85,2021-07-25,9,Northern Beaches
86,2021-07-26,2,Northern Beaches
87,2021-07-27,1,Northern Beaches
88,2021-07-28,1,Northern Beaches
89,2021-07-29,2,Northern Beaches
90,2021-07-30,1,Northern Beaches
0,2020-03-05,1,Goulburn Mulwaree
1,2020-03-23,2,Goulburn Mulwaree
2,2020-03-24,1,Goulburn Mulwaree
3,2020-03-25,1,Goulburn Mulwaree
4,2020-03-26,1,Goulburn Mulwaree
5,2020-03-28,1,Goulburn Mulwaree
6,2020-03-30,1,Goulburn Mulwaree
7,2020-05-12,2,Goulburn Mulwaree
8,2020-10-08,1,Goulburn Mulwaree
9,2020-10-19,1,Goulburn Mulwaree
10,2020-11-09,1,Goulburn Mulwaree
11,2021-07-26,1,Goulburn Mulwaree
0,2020-03-06,1,Cumberland
1,2020-03-12,1,Cumberland
2,2020-03-14,1,Cumberland
3,2020-03-15,2,Cumberland
4,2020-03-17,1,Cumberland
5,2020-03-18,2,Cumberland
6,2020-03-19,3,Cumberland
7,2020-03-21,3,Cumberland
8,2020-03-22,3,Cumberland
9,2020-03-23,3,Cumberland
10,2020-03-24,2,Cumberland
11,2020-03-25,1,Cumberland
12,2020-03-26,3,Cumberland
13,2020-03-27,6,Cumberland
14,2020-03-28,3,Cumberland
15,2020-03-29,4,Cumberland
16,2020-03-30,2,Cumberland
17,2020-03-31,5,Cumberland
18,2020-04-01,5,Cumberland
19,2020-04-02,3,Cumberland
20,2020-04-03,4,Cumberland
21,2020-04-04,3,Cumberland
22,2020-04-05,5,Cumberland
23,2020-04-06,1,Cumberland
24,2020-04-09,1,Cumberland
25,2020-04-30,1,Cumberland
26,2020-05-02,1,Cumberland
27,2020-05-04,1,Cumberland
28,2020-05-19,1,Cumberland
29,2020-05-21,2,Cumberland
30,2020-05-31,1,Cumberland
31,2020-06-01,2,Cumberland
32,2020-06-11,1,Cumberland
33,2020-06-13,3,Cumberland
34,2020-06-19,1,Cumberland
35,2020-06-22,1,Cumberland
36,2020-06-23,1,Cumberland
37,2020-06-24,2,Cumberland
38,2020-06-25,1,Cumberland
39,2020-06-27,1,Cumberland
40,2020-06-28,1,Cumberland
41,2020-07-01,2,Cumberland
42,2020-07-03,2,Cumberland
43,2020-07-05,1,Cumberland
44,2020-07-07,1,Cumberland
45,2020-07-08,1,Cumberland
